#Time of request completion (in ms after experiment start), Session ID, Time taken to open connection with server (ms), Time taken to receive first byte of reply (ms), Time taken to receive last byte of reply (ms), number of concurrent sessions in the system, size of response (bytes) 
9506465.222,7143,-1.0,66.8,0.0,363,1909
9506603.231,7636,-1.0,66.7,0.0,363,1909
9506686.229,7693,-1.0,303.8,111.2,363,13455
9506798.238,7968,-1.0,575.2,0.0,365,2530
9506803.252,8524,-1.0,1334.0,0.0,368,785
9507120.270,7881,-1.0,1022.2,0.0,368,1909
9507006.267,6319,-1.0,1157.1,0.0,368,2349
9506824.246,7890,-1.0,1340.3,0.0,368,2647
9507020.263,8371,-1.0,976.6,170.2,368,13739
9507222.267,7801,-1.0,961.7,0.0,368,785
9507212.252,8566,88.5,855.5,47.9,367,10972
9507688.296,8528,-1.0,639.3,0.0,367,1909
9507361.268,8567,359.5,621.9,68.1,366,10972
9507378.283,8412,-1.0,928.9,107.4,366,13689
9507663.300,8568,47.7,662.5,49.2,366,10972
9507815.280,8569,45.6,611.2,20.8,366,10972
9507551.298,8379,-1.0,946.2,0.0,366,805
9507584.292,7760,-1.0,855.4,59.0,366,13538
9507849.313,8570,61.6,575.0,25.4,365,10972
9508103.327,8308,-1.0,485.5,12.2,365,13713
9508236.329,7591,-1.0,424.3,20.9,365,13609
9508392.327,8548,-1.0,352.0,16.8,365,11914
9508685.326,7971,-1.0,141.7,0.0,365,1909
9508795.335,7515,-1.0,151.3,0.0,365,1513
9508872.330,8267,-1.0,101.2,0.0,365,1909
9509054.347,7994,-1.0,173.7,23.1,365,13538
9508975.336,8060,-1.0,350.5,0.0,365,789
9509115.349,8118,-1.0,193.0,23.3,364,13858
9509419.357,7846,-1.0,107.5,0.0,364,1909
9509274.349,8414,-1.0,312.7,0.0,364,2354
9509251.363,5882,-1.0,398.7,0.0,364,2621
9509686.369,7353,-1.0,282.9,0.0,364,785
9509686.369,8358,-1.0,291.9,0.0,364,785
9510056.392,7773,-1.0,250.6,0.0,364,785
9510218.414,7546,-1.0,99.4,0.0,364,1909
9510155.402,8163,-1.0,195.1,21.1,364,13621
9510320.403,7612,-1.0,86.3,0.0,364,1909
9510581.414,8085,-1.0,152.6,7.7,364,13851
9511075.441,8571,25.4,157.1,23.2,365,10972
9511315.453,7062,-1.0,119.8,0.0,365,1909
9511098.434,8553,-1.0,266.5,100.8,365,13739
9511302.446,8534,-1.0,198.9,6.2,365,10866
9511179.445,7543,-1.0,429.1,0.0,365,2998
9511800.469,8314,-1.0,101.0,6.3,365,10866
9512085.484,8503,-1.0,220.4,0.0,365,2307
9512357.501,8167,-1.0,289.6,0.0,365,2400
9512397.503,8421,-1.0,318.9,7.8,365,13769
9512458.501,8551,-1.0,317.5,7.1,365,11914
9512812.519,8559,-1.0,110.8,0.0,366,1416
9512560.504,8282,-1.0,382.9,0.0,366,2271
9512823.523,7073,-1.0,259.0,28.5,366,13626
9512908.531,8572,52.3,167.1,23.7,366,10972
9512997.522,8138,-1.0,424.7,19.1,366,13609
9513243.538,7631,-1.0,302.3,0.0,365,1909
9513005.541,8419,-1.0,615.5,0.0,365,2575
9513023.547,8346,-1.0,1002.7,0.0,365,2522
9513238.538,8116,-1.0,1220.5,0.0,365,785
9513260.540,8324,-1.0,1200.6,0.0,365,2672
9513086.541,7505,-1.0,1377.7,0.0,365,2563
9513477.560,8555,-1.0,990.8,312.1,365,11914
9513450.550,6356,-1.0,1451.8,0.0,365,1083
9513833.589,8064,-1.0,1071.8,0.0,365,1909
9513706.569,7741,-1.0,1203.2,0.0,365,1909
9513652.555,8355,-1.0,1519.9,0.0,365,2283
9513654.575,8016,-1.0,1527.0,0.0,365,789
9513727.567,8000,-1.0,1654.5,0.0,365,805
9513884.580,6996,-1.0,1548.4,0.0,365,789
9513950.582,8557,-1.0,1782.4,0.0,365,785
9514528.601,8532,-1.0,1348.6,0.0,365,1909
9513965.595,8497,-1.0,1492.7,420.6,365,11914
9514347.591,7432,-1.0,1307.8,231.1,365,13557
9514797.626,8207,-1.0,1164.8,0.0,365,1909
9514390.984,8531,-1.0,1636.9,0.0,366,785
9514877.629,8211,-1.0,1295.5,0.0,365,1909
9514887.647,8475,-1.0,1304.4,0.0,365,1909
9514525.623,8378,-1.0,1677.3,0.0,365,2509
9514800.624,8523,-1.0,1405.5,0.0,365,2337
9514858.622,5340,-1.0,1266.8,87.2,365,13557
9514910.644,8010,-1.0,1272.4,50.5,365,13682
9515144.635,8263,-1.0,1092.4,0.0,365,1909
9514935.616,7572,-1.0,1365.8,0.0,364,2727
9515345.671,8443,-1.0,904.5,82.2,364,13534
9515450.637,8158,-1.0,903.7,0.0,363,1909
9515492.674,8573,48.1,799.4,21.1,363,10972
9515993.665,8574,27.0,397.4,23.0,363,10972
9515480.642,8294,-1.0,964.0,0.0,363,785
9516938.715,8575,31.8,131.3,11.2,365,10972
9517045.715,8576,35.0,127.5,22.8,365,10972
9517197.725,6547,-1.0,252.9,20.4,365,11914
9517253.723,8061,-1.0,317.1,129.4,366,13634
9517357.728,7188,-1.0,452.5,0.0,366,1513
9517322.730,8563,-1.0,504.2,0.0,366,785
9517447.741,8564,-1.0,371.8,21.8,366,11914
9517514.755,5179,-1.0,399.7,16.9,366,13836
9517658.769,7716,-1.0,300.1,0.0,366,1909
9517533.743,8577,121.4,297.2,18.8,366,10972
9518002.759,4199,-1.0,247.9,20.9,366,13739
9518022.764,8244,-1.0,342.1,0.0,366,785
9518202.771,8554,-1.0,317.2,0.0,366,2464
9518319.773,7961,-1.0,258.8,23.0,365,13647
9518294.787,6381,-1.0,307.9,18.6,365,13538
9518591.785,8349,-1.0,187.6,8.7,365,13538
9518716.802,8529,-1.0,400.1,0.0,365,785
9518738.805,8469,-1.0,388.0,0.0,364,1909
9518671.789,8247,-1.0,341.1,138.4,364,13431
9519083.825,8123,-1.0,95.3,0.0,364,1909
9518792.794,8527,-1.0,340.3,48.0,364,11914
9518815.800,8425,-1.0,559.7,0.0,364,2630
9519296.835,8449,-1.0,112.0,0.0,364,1909
9519217.836,6558,-1.0,217.6,25.8,364,13590
9519291.826,8368,-1.0,315.3,0.0,364,2600
9519452.829,8172,-1.0,393.2,0.0,364,809
9519611.843,8105,-1.0,314.8,34.8,364,13739
9519645.834,7616,-1.0,337.9,0.0,364,805
9519729.850,8152,-1.0,388.2,0.0,364,789
9519753.841,8558,-1.0,361.6,25.7,364,13739
9520330.876,7158,-1.0,186.2,24.3,364,11082
9520256.868,8490,-1.0,304.6,0.0,364,789
9520362.869,8526,-1.0,315.7,0.0,364,2435
9520591.886,8285,-1.0,178.7,8.8,364,13532
9520801.893,8268,-1.0,228.1,21.3,364,13441
9520779.891,8501,-1.0,335.4,0.0,364,2696
9520985.902,7400,-1.0,246.8,19.0,364,13621
9520718.890,8549,-1.0,536.7,0.0,364,785
9521261.922,8147,-1.0,145.6,0.0,364,1909
9521172.913,8477,-1.0,287.4,0.0,363,2496
9521415.921,8412,-1.0,143.9,21.2,363,10866
9521364.925,8396,-1.0,242.9,23.5,363,13441
9521623.936,8489,-1.0,222.7,0.0,364,1909
9521561.929,8150,-1.0,414.8,0.0,363,2492
9521707.946,8578,33.9,271.8,17.7,363,10972
9521794.952,8500,-1.0,268.9,27.8,363,13647
9521522.925,8474,-1.0,595.4,0.0,363,789
9521802.958,8540,-1.0,434.7,0.0,363,2611
9522162.958,8560,-1.0,231.2,6.7,363,11914
9522696.981,8494,-1.0,148.6,12.1,363,13590
9522838.993,6410,-1.0,108.1,0.0,363,1513
9522969.993,7353,-1.0,185.9,0.0,363,805
9522978.994,8358,-1.0,191.5,7.0,363,11072
9523043.018,8473,-1.0,151.1,0.0,363,1909
9522913.986,7755,-1.0,352.5,0.0,364,785
9523210.015,8579,30.6,129.3,7.6,364,10972
9523356.007,8550,-1.0,211.0,24.1,364,13739
9523784.050,8580,26.6,154.1,16.2,365,10972
9523985.060,8424,-1.0,178.8,16.8,365,10866
9523499.018,8379,-1.0,936.9,25.1,366,9016
9524359.066,8537,-1.0,297.7,0.0,366,2702
9524419.073,8581,51.5,205.6,25.2,366,10972
9524669.071,8486,-1.0,105.7,0.0,366,1909
9524588.080,8414,-1.0,219.8,0.0,366,1909
9524634.086,6520,-1.0,167.7,19.8,366,10866
9524602.072,8308,-1.0,500.9,0.0,366,2513
9524975.084,8267,-1.0,223.2,9.0,366,13621
9524909.101,8314,-1.0,358.2,125.1,366,11914
9524965.086,7815,-1.0,490.1,15.9,366,11914
9525063.099,8413,-1.0,463.3,0.0,366,2612
9525159.097,7436,-1.0,358.9,23.4,366,13739
9525533.121,7143,-1.0,304.8,8.6,368,13637
9525590.116,7634,-1.0,777.1,0.0,368,1083
9525685.118,8204,-1.0,688.9,0.0,368,2335
9525663.129,8470,-1.0,715.9,0.0,368,785
9525903.143,8231,-1.0,610.5,0.0,367,1909
9525711.134,8582,119.5,615.3,75.7,367,10972
9525734.123,8583,96.9,671.7,19.2,367,10972
9526172.162,7868,-1.0,463.6,25.7,367,13771
9526396.149,8545,-1.0,289.5,25.6,367,10866
9526144.155,7881,-1.0,573.5,8.4,367,13680
9526648.164,8167,-1.0,165.1,0.0,367,1909
9526343.174,8547,-1.0,558.9,20.8,368,13739
9525588.118,7728,-1.0,1536.0,6.9,368,9769
9527027.196,8346,-1.0,115.7,0.0,368,1909
9526911.178,8584,29.4,257.2,23.6,368,10972
9527048.188,8372,-1.0,323.7,0.0,368,785
9527375.200,7968,-1.0,95.6,0.0,369,1909
9527313.195,8322,-1.0,315.4,0.0,369,785
9527425.205,8585,55.5,183.3,6.4,368,10972
9527528.216,7846,-1.0,186.3,7.4,368,13475
9527903.222,6356,-1.0,103.0,0.0,368,1909
9527724.218,8336,-1.0,395.2,0.0,368,2324
9527734.217,8557,-1.0,394.0,0.0,368,805
9527762.222,8548,-1.0,447.4,0.0,368,785
9528462.252,8324,-1.0,296.1,0.0,369,789
9528658.267,5701,-1.0,243.5,12.9,368,11070
9528648.261,7222,-1.0,260.9,22.9,368,11056
9528678.273,8586,69.8,256.2,17.0,368,10972
9528671.258,7636,-1.0,377.0,23.0,368,13621
9528911.276,7741,-1.0,203.2,57.6,368,13851
9529182.291,8016,-1.0,175.4,0.0,369,809
9529016.276,8561,-1.0,324.5,20.6,369,11914
9528948.288,7515,-1.0,438.0,0.0,369,2575
9529218.284,8587,72.4,212.2,18.2,370,10972
9529354.294,8471,-1.0,211.0,0.0,370,1909
9529460.300,8116,-1.0,148.8,22.0,371,11074
9529491.320,8409,-1.0,273.1,141.9,371,13643
9529576.299,8589,64.3,312.2,136.2,371,10972
9529469.305,8588,181.4,519.4,64.4,372,10972
9529704.330,8542,-1.0,481.5,323.2,372,11914
9529651.312,5882,-1.0,585.9,385.6,372,11068
9529675.313,8556,-1.0,1246.3,0.0,372,785
9530058.327,7648,-1.0,1244.3,0.0,372,1909
9529971.337,8415,-1.0,982.3,408.5,372,13817
9529960.340,7716,-1.0,975.5,504.3,372,13695
9529924.327,8559,-1.0,1561.7,0.0,371,1083
9530004.335,6892,-1.0,1643.8,0.0,371,2441
9529913.334,8451,-1.0,1598.2,208.2,371,13739
9530165.334,6319,-1.0,1645.0,0.0,372,1909
9530102.331,7693,-1.0,1790.1,0.0,371,2401
9530576.373,7750,-1.0,1213.4,123.7,371,11054
9530090.341,8590,70.5,1744.8,217.4,371,10972
9530205.340,8566,-1.0,1671.8,260.2,371,11914
9530467.362,8553,-1.0,1829.1,0.0,371,2415
9530296.348,8520,-1.0,2124.7,0.0,370,2412
9530524.366,8410,-1.0,1910.6,0.0,370,2654
9530658.382,8028,-1.0,1864.5,136.3,371,13621
9530684.366,8339,-1.0,1866.1,113.1,371,13739
9530880.381,8497,-1.0,2020.1,0.0,371,2570
9531319.412,7546,-1.0,1369.7,266.0,371,13804
9531204.391,8378,-1.0,1768.8,0.0,371,2591
9531517.403,7772,-1.0,1566.5,0.0,371,2509
9531366.410,8244,-1.0,1815.1,0.0,372,785
9531494.416,8569,-1.0,1492.4,275.7,372,13739
9531798.412,8591,32.4,1435.7,28.8,372,10972
9532193.441,8475,-1.0,1218.1,65.8,372,13483
9531839.419,7094,-1.0,1675.2,0.0,372,785
9532165.434,7874,-1.0,1449.4,0.0,371,2491
9532436.435,7062,-1.0,1213.9,0.0,371,1513
9532590.460,8592,30.5,1015.0,68.6,371,10972
9532615.466,8095,-1.0,1059.9,93.4,371,13544
9532842.485,8564,-1.0,940.8,0.0,371,1909
9532512.451,8570,-1.0,1418.6,0.0,371,789
9532801.458,8114,-1.0,1179.5,0.0,371,2569
9533142.468,8593,48.3,753.8,52.6,371,10972
9533445.481,8294,-1.0,560.9,39.9,371,10866
9533562.485,8490,-1.0,454.8,32.6,371,10866
9533234.468,8010,-1.0,820.1,0.0,371,2675
9533461.484,8477,-1.0,616.8,45.7,371,10866
9533703.497,8488,-1.0,456.8,0.0,372,1909
9534063.524,7647,-1.0,276.0,21.7,372,13455
9534207.534,8523,-1.0,204.7,0.0,372,1909
9534144.523,8594,46.5,207.1,23.1,372,10972
9533983.513,8301,-1.0,602.9,0.0,372,2348
9534610.550,7602,-1.0,841.3,46.1,373,10866
9534475.528,8552,-1.0,985.3,247.4,373,13739
9534780.567,8285,-1.0,950.8,0.0,373,2314
9534986.584,8533,-1.0,545.7,201.0,373,10866
9534614.552,8260,-1.0,895.1,225.2,373,13739
9535267.567,7755,-1.0,540.8,112.5,373,11080
9534864.553,7632,-1.0,970.2,94.5,373,13781
9535374.587,8530,-1.0,556.5,0.0,373,1909
9534879.574,8595,231.1,871.1,180.5,374,10972
9533984.533,7616,-1.0,1995.4,188.0,374,9033
9533847.525,8172,-1.0,2137.7,217.1,374,9056
9535608.585,8096,-1.0,1014.2,528.6,374,13682
9535602.606,7961,-1.0,1651.5,0.0,374,2459
9535749.621,8538,-1.0,1565.6,0.0,374,805
9535904.625,8522,-1.0,1694.5,0.0,374,2435
9536125.606,7733,-1.0,1699.9,0.0,373,2571
9535947.606,7824,-1.0,1882.1,0.0,373,785
9536052.605,8268,-1.0,1781.0,0.0,373,2414
9536132.605,8433,-1.0,1709.4,0.0,373,1083
9536104.621,8596,46.0,1715.0,132.7,373,10972
9536982.658,8580,-1.0,1086.5,0.0,373,1416
9535156.588,7353,-1.0,2722.1,195.4,373,9846
9536007.888,8519,-1.0,2112.9,0.0,373,789
9536273.646,7719,-1.0,1616.0,240.8,372,13689
9537114.675,8575,-1.0,1033.0,0.0,372,1909
9536786.671,8499,-1.0,1279.2,92.4,372,13455
9536582.634,8412,-1.0,1464.4,116.6,371,11914
9536424.639,8399,-1.0,1751.1,0.0,371,2998
9537430.677,7669,-1.0,799.2,0.0,371,1909
9537152.660,8247,-1.0,1084.0,0.0,371,789
9537408.688,7612,-1.0,846.3,0.0,370,1513
9537483.703,8381,-1.0,928.1,0.0,370,785
9537948.712,6410,-1.0,606.8,0.0,371,2595
9538307.722,8503,-1.0,403.2,0.0,371,2572
9538542.737,8597,47.9,171.0,20.0,370,10972
9538461.734,8379,-1.0,360.3,0.0,370,793
9538828.736,7971,-1.0,183.5,9.6,369,13851
9538656.735,8508,-1.0,402.0,0.0,369,789
9539384.764,7527,-1.0,983.4,0.0,371,785
9539622.792,8419,-1.0,988.7,0.0,371,1909
9539671.791,8585,-1.0,878.8,105.6,371,13739
9539592.776,8550,-1.0,1076.6,0.0,371,785
9539577.779,8598,32.9,1008.1,60.2,370,10972
9539716.801,8599,173.9,737.0,74.0,370,10972
9539858.781,8494,-1.0,1009.2,0.0,370,2652
9539977.794,8150,-1.0,914.5,0.0,370,1909
9540166.818,7890,-1.0,748.0,0.0,370,1909
9540181.799,8424,-1.0,737.0,0.0,370,1416
9540222.827,8584,-1.0,709.5,22.9,370,13739
9539383.758,8000,-1.0,1542.3,30.3,370,9404
9540472.811,7815,-1.0,485.6,0.0,370,1909
9540372.827,8372,-1.0,587.7,0.0,370,809
9540702.822,8581,-1.0,445.1,23.6,370,11914
9541116.836,8501,-1.0,128.0,0.0,370,1909
9540662.825,7868,-1.0,617.6,0.0,370,2480
9541108.853,8192,-1.0,247.5,9.1,370,13470
9541264.862,8367,-1.0,310.3,0.0,369,785
9541310.853,5903,-1.0,304.4,0.0,370,2594
9541596.873,8600,24.3,109.0,7.2,370,10972
9542701.915,8061,-1.0,247.5,0.0,370,2594
9542788.921,4135,-1.0,193.4,19.3,370,13608
9542940.933,7821,-1.0,123.3,0.0,370,1513
9543178.934,8358,-1.0,272.8,9.1,369,13739
9543232.949,8576,-1.0,309.7,7.9,369,13739
9543279.941,8006,-1.0,363.4,0.0,369,2401
9543471.962,7968,-1.0,215.9,32.5,369,13557
9543726.973,8543,-1.0,187.1,27.4,369,10866
9543808.966,8414,-1.0,257.1,8.3,369,13719
9543657.964,8537,-1.0,479.2,0.0,369,785
9543932.968,5179,-1.0,254.2,24.2,368,11072
9544154.003,8572,-1.0,123.9,0.0,368,1909
9544138.289,8566,-1.0,219.2,0.0,368,1909
9543683.977,7591,-1.0,731.7,0.0,369,2339
9543663.974,8513,-1.0,1007.6,0.0,369,785
9544368.990,7634,-1.0,315.8,0.0,369,1909
9544213.992,5340,-1.0,498.6,0.0,369,2365
9544297.999,8042,-1.0,437.2,0.0,369,785
9544380.997,4101,-1.0,738.6,283.3,371,13720
9544402.017,8560,-1.0,1128.7,0.0,371,2343
9544713.296,8545,-1.0,848.7,0.0,370,785
9544372.993,8601,241.3,967.9,28.2,370,10972
9544776.030,8486,-1.0,850.3,36.3,370,13721
9544933.030,7222,-1.0,702.9,123.8,369,13739
9545008.031,6356,-1.0,642.2,117.8,369,13742
9544763.032,8602,157.6,759.2,123.4,369,10972
9545028.044,8603,32.7,741.9,33.2,369,10972
9544848.039,7143,-1.0,989.8,0.0,369,2416
9545303.038,7572,-1.0,680.6,0.0,369,1909
9545253.058,7400,-1.0,624.9,106.7,369,11064
9545680.413,8526,-1.0,347.5,0.0,369,1909
9545782.077,8555,-1.0,267.0,0.0,369,1909
9545304.040,7648,-1.0,727.3,19.9,369,13652
9545669.062,7818,-1.0,630.2,0.0,369,2355
9545794.057,8604,27.2,502.4,8.4,369,10972
9546436.087,8410,-1.0,205.7,0.0,369,1909
9546143.083,8558,-1.0,556.5,0.0,369,785
9546362.086,7647,-1.0,485.4,0.0,368,2602
9546478.110,8475,-1.0,421.9,0.0,368,2359
9546522.097,8587,-1.0,461.8,17.5,368,13739
9546923.121,8556,-1.0,139.9,18.4,368,10866
9546751.108,7076,-1.0,363.7,0.0,368,785
9547140.137,8307,-1.0,98.9,22.0,368,10866
9547464.154,8459,-1.0,194.7,0.0,368,1909
9547304.131,5366,-1.0,341.7,25.5,368,13798
9547363.133,8573,-1.0,348.0,0.0,368,789
9547498.139,7517,-1.0,229.1,8.2,368,13547
9547752.170,8004,-1.0,132.8,0.0,368,1909
9547543.152,7158,-1.0,340.8,17.4,368,11914
9547882.161,7788,-1.0,319.2,0.0,368,1909
9547945.182,8282,-1.0,280.6,0.0,368,1909
9548041.167,8162,-1.0,282.2,0.0,368,1909
9548085.182,7772,-1.0,272.5,0.0,368,1909
9547907.176,8478,-1.0,454.3,0.0,368,785
9548051.174,8490,-1.0,449.2,0.0,367,789
9548186.169,8302,-1.0,356.4,19.2,366,13621
9548510.195,8542,-1.0,101.6,0.0,366,1909
9548203.195,8172,-1.0,535.8,0.0,366,2998
9548736.204,8260,-1.0,235.9,0.0,366,2530
9548902.204,8497,-1.0,94.9,0.0,366,1909
9548982.215,8114,-1.0,76.6,0.0,366,1909
9549181.223,8123,-1.0,235.5,7.6,366,13766
9549176.230,8466,-1.0,286.9,7.9,367,13739
9549169.220,8371,-1.0,437.6,0.0,367,2371
9549437.230,8605,63.6,200.5,19.8,367,10972
9549522.241,6266,-1.0,290.6,0.0,367,2656
9549843.269,8433,-1.0,136.6,0.0,367,1909
9549895.254,6904,-1.0,122.2,0.0,366,1909
9549932.273,8530,-1.0,233.4,25.8,366,13858
9549916.260,5701,-1.0,361.8,7.3,365,11914
9550174.277,8355,-1.0,213.3,0.0,365,1909
9550231.276,7669,-1.0,270.7,19.4,365,13719
9550131.275,7719,-1.0,472.7,0.0,364,2623
9550309.282,7773,-1.0,431.3,20.5,364,11082
9550616.302,7874,-1.0,239.5,0.0,364,1909
9550741.305,8347,-1.0,137.4,0.0,364,1909
9550410.277,8449,-1.0,483.7,17.3,364,13600
9550499.302,7602,-1.0,562.5,19.6,364,13739
9550394.287,8314,-1.0,701.2,0.0,364,2571
9550386.298,8512,-1.0,710.8,0.0,364,2389
9551052.321,8507,-1.0,276.0,23.2,363,13621
9551177.330,8399,-1.0,204.0,0.0,363,1909
9551125.327,8477,-1.0,459.2,27.1,363,13739
9551152.305,8096,-1.0,564.7,0.0,363,785
9551296.340,8591,-1.0,453.5,21.6,363,13739
9551263.324,8569,-1.0,696.5,0.0,363,2408
9551173.327,7741,-1.0,818.8,0.0,363,2314
9551635.334,7220,-1.0,400.9,0.0,363,1909
9551422.330,8594,-1.0,769.0,20.0,364,13739
9545932.077,8570,-1.0,6306.6,0.0,364,766
9552523.391,8582,-1.0,170.4,0.0,365,1909
9552113.356,7073,-1.0,615.1,0.0,365,2339
9552188.355,8606,82.3,437.1,516.3,365,10972
9552732.386,8285,-1.0,546.4,0.0,365,1909
9545680.413,8278,-1.0,7660.2,127.2,365,9027
9552290.388,8607,80.5,1038.7,217.0,365,10972
9553172.431,8581,-1.0,465.0,0.0,365,1909
9552974.392,8378,-1.0,665.4,0.0,364,1909
9549848.250,8460,-1.0,3824.4,18.5,364,10233
9552624.381,5882,-1.0,848.3,234.7,364,11914
9552915.408,7750,-1.0,780.3,25.7,364,13739
9553413.436,8523,-1.0,473.7,24.8,364,10866
9553917.442,8097,-1.0,116.4,0.0,364,1909
9553090.398,8589,-1.0,1088.5,35.4,364,11914
9549359.236,8016,-1.0,4823.1,45.7,364,10893
9553956.448,8584,-1.0,424.7,0.0,364,2399
9554070.465,8580,-1.0,384.3,0.0,364,1083
9554363.457,8561,-1.0,97.1,0.0,364,1909
9554059.455,8508,-1.0,377.7,24.4,364,10866
9554473.465,6547,-1.0,68.5,0.0,364,1909
9554616.486,5903,-1.0,86.1,0.0,364,1909
9554611.472,8075,-1.0,307.3,0.0,365,805
9554867.490,8608,33.1,204.0,16.9,365,10972
9554734.473,8533,-1.0,432.5,0.0,365,785
9554922.484,7755,-1.0,271.1,9.7,364,13739
9555175.496,8211,-1.0,369.6,8.1,364,13699
9555335.525,8063,-1.0,239.7,8.9,364,13721
9555667.539,8319,-1.0,141.8,0.0,364,1909
9555591.534,7642,-1.0,269.2,30.9,364,13620
9555644.517,8006,-1.0,508.8,0.0,364,785
9555738.541,8600,-1.0,650.3,22.4,363,13739
9555552.553,8576,-1.0,864.4,0.0,363,2609
9555942.555,8543,-1.0,1039.5,39.0,365,13739
9555999.558,8596,-1.0,984.4,42.4,364,13739
9556523.572,8583,-1.0,995.4,0.0,365,1909
9556672.583,8513,-1.0,518.6,341.4,365,10866
9555826.524,7733,-1.0,1715.6,0.0,365,785
9556075.556,7353,-1.0,1475.4,0.0,365,785
9555316.515,8538,-1.0,2179.2,63.6,365,9051
9556379.551,8579,-1.0,1206.6,195.9,365,13739
9556777.592,7795,-1.0,959.6,244.6,368,13817
9556790.594,8349,-1.0,1196.9,0.0,368,2644
9556784.595,7195,-1.0,1233.2,0.0,368,785
9556869.575,8494,-1.0,1152.4,0.0,368,1909
9556576.577,8609,284.2,1110.3,66.5,368,10972
9557159.620,8536,-1.0,1130.2,0.0,369,1909
9557239.616,8540,-1.0,1266.5,0.0,369,1909
9557281.603,7868,-1.0,1334.7,0.0,369,1909
9557480.627,8505,-1.0,1136.5,0.0,369,1909
9556751.597,8610,219.3,1295.2,354.0,369,10972
9557250.617,8611,40.1,1244.0,129.7,369,10972
9557169.613,7616,-1.0,2329.1,0.0,372,789
9557830.652,7824,-1.0,1277.3,449.2,372,10866
9557793.639,8612,47.2,1488.8,289.8,373,10972
9557831.647,8613,29.2,1483.1,279.9,373,10972
9557851.628,8614,49.1,1589.5,150.2,373,10972
9557633.622,8396,-1.0,2019.3,0.0,373,785
9557782.636,8597,-1.0,1703.5,173.8,373,13739
9558181.655,8434,-1.0,1855.3,0.0,373,1909
9558002.627,4135,-1.0,2231.0,0.0,373,2369
9557977.068,3970,-1.0,1770.6,567.5,373,13739
9558140.660,8524,-1.0,1670.0,514.6,373,10866
9558387.675,7515,-1.0,1963.1,0.0,373,1909
9558579.665,8390,-1.0,1536.8,448.7,373,10866
9558273.651,4199,-1.0,2350.3,0.0,374,2674
9558358.645,8566,-1.0,1815.9,477.6,374,13742
9558235.647,8615,45.1,1976.7,413.5,374,10972
9558530.688,8616,30.2,1949.6,211.7,374,10972
9558369.663,7527,-1.0,2404.8,0.0,374,805
9558838.694,7143,-1.0,1994.0,0.0,374,1909
9558736.683,8042,-1.0,2614.3,0.0,377,809
9559375.718,8204,-1.0,1982.6,0.0,377,1909
9559075.710,8414,-1.0,2322.1,0.0,377,2608
9559161.694,8617,49.1,1890.0,311.0,377,10972
9559198.713,8618,52.2,1875.9,289.5,377,10972
9559374.730,8619,66.2,1860.5,129.3,377,10972
9559333.701,8604,-1.0,2053.8,141.4,377,13739
9559573.722,8620,27.0,1836.4,109.1,377,10972
9559834.735,8268,-1.0,2032.1,0.0,377,1909
9559685.704,7634,-1.0,1865.2,349.1,377,13608
9558910.707,7957,-1.0,2783.6,399.8,377,9386
9559760.714,7222,-1.0,2360.3,0.0,376,2635
9560487.747,8559,-1.0,1646.9,0.0,376,1909
9559956.746,7546,-1.0,2210.9,0.0,376,2592
9560602.778,8621,48.0,1496.3,101.6,376,10972
9560950.797,8061,-1.0,1552.3,0.0,376,1909
9560472.750,8393,-1.0,2102.3,0.0,377,2487
9560727.767,7881,-1.0,1880.9,0.0,377,2606
9560815.774,8167,-1.0,1515.9,290.0,377,13836
9561257.811,8549,-1.0,1251.0,175.3,377,10866
9560984.801,7572,-1.0,1560.7,155.8,377,13679
9561018.768,8623,32.1,1550.9,107.7,377,10972
9560917.766,8622,63.0,1629.6,103.9,377,10972
9561254.801,8624,85.9,1315.2,75.2,377,10972
9561238.808,7156,-1.0,1807.1,0.0,377,2435
9561515.813,8231,-1.0,1231.6,311.1,377,13771
9561930.816,8450,-1.0,841.0,360.7,376,10866
9561665.808,8339,-1.0,1521.8,0.0,376,2699
9562528.855,8413,-1.0,1174.9,0.0,377,1909
9562002.854,8587,-1.0,1792.3,0.0,377,789
9562566.850,8625,57.2,1090.1,177.5,376,10972
9562662.862,8626,28.1,1232.8,421.3,376,10972
9562907.862,7710,-1.0,1522.2,0.0,376,1909
9562972.893,8464,-1.0,1530.2,0.0,376,1909
9562657.848,8585,-1.0,1920.3,0.0,376,2434
9561920.832,7787,-1.0,2458.1,270.2,376,9707
9562885.871,8004,-1.0,1720.4,419.9,376,13695
9563028.875,8526,-1.0,1831.8,276.1,376,13781
9562924.883,8547,-1.0,2241.1,0.0,376,2456
9563290.890,8627,40.5,1843.3,138.1,376,10972
9563261.895,8307,-1.0,1891.8,161.4,376,13739
9563256.884,7612,-1.0,2071.4,0.0,376,2511
9563659.906,8459,-1.0,1692.6,112.3,375,13568
9563425.915,8123,-1.0,2052.2,0.0,375,2403
9563972.924,8260,-1.0,1591.4,0.0,375,1909
9563632.908,8116,-1.0,1742.0,221.1,374,13739
9563726.896,8421,-1.0,1869.3,0.0,374,2572
9562961.887,8372,-1.0,2484.5,156.9,374,9881
9564104.946,8308,-1.0,1549.3,0.0,373,1909
9563821.898,8423,-1.0,1616.7,261.6,373,13544
9564286.923,5701,-1.0,1418.2,0.0,373,1909
9564183.917,8244,-1.0,1843.2,0.0,373,805
9564245.947,8501,-1.0,1774.4,180.7,373,13568
