#Time of request completion (in ms after experiment start), Session ID, Time taken to open connection with server (ms), Time taken to receive first byte of reply (ms), Time taken to receive last byte of reply (ms), number of concurrent sessions in the system, size of response (bytes) 
1002733.867,786,-1.0,205.2,7.6,261,13739
1003192.880,549,-1.0,173.1,6.7,261,11914
1003416.888,896,-1.0,63.6,0.0,261,1909
1003703.903,885,-1.0,233.9,23.2,261,11914
1004178.936,331,-1.0,79.9,0.0,261,1909
1004278.930,934,21.7,149.9,6.8,262,10972
1003699.903,829,-1.0,812.1,19.0,262,9004
1004632.945,755,-1.0,173.7,24.3,262,11914
1004883.962,921,-1.0,318.6,18.5,263,11914
1004879.960,935,40.8,305.0,6.3,263,10972
1004878.956,124,-1.0,388.4,23.9,263,13735
1004934.971,593,-1.0,391.6,8.4,262,13682
1004933.971,428,-1.0,441.2,0.0,262,789
1005257.976,220,-1.0,511.2,169.9,262,11914
1005392.987,900,-1.0,655.5,0.0,262,2472
1005413.984,198,-1.0,572.7,82.3,262,13699
1005566.003,590,-1.0,431.2,79.5,261,13771
1005584.004,852,-1.0,828.4,0.0,261,789
1005681.994,648,-1.0,644.5,114.2,260,11914
1005788.008,153,-1.0,659.3,0.0,260,1909
1005893.022,251,-1.0,891.6,0.0,261,1083
1005836.021,822,-1.0,1053.9,0.0,261,785
1005841.027,748,-1.0,1225.7,0.0,262,2327
1006317.033,797,-1.0,802.4,102.0,262,10866
1006206.030,893,-1.0,1025.8,0.0,262,2551
1006414.030,632,-1.0,822.8,0.0,262,1909
1006108.021,679,-1.0,1196.2,0.0,262,2998
1006375.036,886,-1.0,885.1,92.1,262,10866
1006475.055,612,-1.0,839.8,89.7,262,11080
1006499.040,924,-1.0,904.8,82.7,262,11914
1006547.045,936,23.7,896.2,25.5,262,10972
1006505.045,833,-1.0,1023.7,0.0,262,785
1006996.067,937,64.9,447.9,32.5,262,10972
1006996.067,184,-1.0,672.2,23.5,262,13739
1007846.100,596,-1.0,232.6,8.5,262,13739
1006904.054,274,-1.0,1472.9,8.3,262,10255
1008632.136,914,-1.0,126.8,0.0,262,1909
1008523.129,902,-1.0,278.4,0.0,262,2388
1008602.143,908,-1.0,275.7,23.4,262,13739
1009144.160,213,-1.0,116.9,0.0,262,1909
1009032.153,915,-1.0,373.6,0.0,262,804
1009085.163,887,-1.0,306.6,20.3,262,13739
1009125.156,775,-1.0,388.7,0.0,262,789
1009882.190,875,-1.0,130.5,0.0,261,1909
1009583.179,582,-1.0,472.7,25.5,261,13621
1010063.492,693,-1.0,243.1,0.0,261,1909
1009752.188,332,-1.0,588.5,21.2,261,13764
1009652.183,341,-1.0,798.9,0.0,261,2665
1009696.198,673,-1.0,775.8,0.0,261,2325
1010096.222,813,-1.0,393.7,0.0,261,1083
1009757.195,864,-1.0,758.8,0.0,261,2589
1010170.213,736,-1.0,328.4,22.7,261,13557
1010148.209,482,-1.0,396.0,0.0,261,1909
1009701.203,925,-1.0,866.8,23.2,261,11914
1010351.215,698,-1.0,278.9,21.5,261,13713
1010694.236,899,-1.0,131.3,0.0,261,1909
1010675.229,874,-1.0,251.8,24.5,261,13836
1010551.228,817,-1.0,464.7,0.0,261,2374
1011072.247,927,-1.0,110.0,0.0,261,1909
1011113.256,592,-1.0,144.3,17.2,261,11050
1011205.252,588,-1.0,216.9,7.9,262,13532
1010669.242,904,-1.0,982.6,19.3,262,9028
1011361.275,938,29.5,299.1,23.1,262,10972
1011463.283,939,17.6,223.1,9.4,262,10972
1011653.289,203,-1.0,223.8,7.9,262,13679
1011804.295,916,-1.0,101.7,0.0,262,1909
1011943.290,643,-1.0,219.2,18.7,263,13608
1011837.290,911,-1.0,441.9,0.0,263,785
1011914.296,880,-1.0,447.1,0.0,262,785
1012033.295,940,37.4,273.0,18.4,262,10972
1012112.316,881,-1.0,313.5,25.4,262,13739
1012388.318,883,-1.0,213.2,7.8,263,13739
1012460.313,941,30.3,132.8,17.6,262,10972
1012631.320,169,-1.0,160.4,7.5,262,13699
1012753.324,913,-1.0,185.7,6.7,262,11914
1013027.344,140,-1.0,94.5,0.0,262,1513
1013282.356,918,-1.0,256.9,0.0,263,2675
1013461.369,838,-1.0,154.3,25.8,263,10866
1013410.450,942,20.1,186.4,24.6,263,10972
1013838.398,299,-1.0,136.9,0.0,264,1909
1013731.378,882,-1.0,248.3,21.6,264,13593
1013786.381,943,34.3,277.2,49.4,263,10972
1013806.381,815,-1.0,332.6,32.0,263,13804
1013694.369,906,-1.0,481.5,0.0,263,789
1014112.393,917,-1.0,249.5,0.0,263,1909
1014282.410,678,-1.0,117.4,0.0,263,1909
1014035.396,744,-1.0,404.2,21.7,263,13455
1014033.403,389,-1.0,429.5,0.0,262,803
1013983.386,780,-1.0,554.0,0.0,262,2388
1014579.410,628,-1.0,140.9,24.1,262,11058
1014499.412,167,-1.0,355.6,0.0,262,2450
1014677.425,854,-1.0,271.0,0.0,262,804
1015030.437,782,-1.0,312.4,18.7,262,11914
1015032.433,910,-1.0,350.7,0.0,262,785
1015257.448,821,-1.0,137.7,0.0,262,1909
1015144.443,107,-1.0,367.8,0.0,263,2617
1015459.457,944,21.2,122.5,18.1,263,10972
1015569.456,380,-1.0,74.0,0.0,263,1909
1015790.466,945,30.1,110.0,20.5,264,10972
1015962.475,885,-1.0,77.0,0.0,264,1909
1015892.485,923,-1.0,278.5,0.0,265,2555
1016104.491,894,-1.0,92.0,0.0,265,1909
1016122.483,946,38.4,141.8,10.8,266,10972
1016200.489,947,30.2,132.1,7.5,266,10972
1016528.506,559,-1.0,149.6,7.6,266,13643
1016763.527,406,-1.0,168.9,22.7,265,10866
1016843.531,847,-1.0,119.4,0.0,265,1909
1016723.512,215,-1.0,268.9,0.0,265,2533
1016971.526,903,-1.0,220.9,0.0,265,785
1017580.553,948,20.2,133.7,16.9,265,10972
1017536.549,933,-1.0,211.9,8.0,265,13739
1017940.574,220,-1.0,63.2,0.0,265,1909
1018068.574,297,-1.0,182.0,7.8,265,13739
1018441.596,648,-1.0,64.1,0.0,264,1909
1018542.598,897,-1.0,63.1,0.0,263,1909
1018602.601,920,-1.0,97.3,6.1,263,10866
1018715.610,949,35.0,115.3,7.3,264,10972
1018949.620,898,-1.0,157.0,17.0,265,10866
1018929.619,950,22.3,175.3,7.3,265,10972
1018947.616,786,-1.0,328.5,0.0,265,2402
1019489.644,726,-1.0,63.8,0.0,265,1909
1019669.653,734,-1.0,282.3,19.2,265,13620
1019832.655,755,-1.0,177.9,0.0,265,1909
1019692.652,184,-1.0,393.8,0.0,265,2424
1019673.648,696,-1.0,464.4,0.0,265,785
1020232.685,893,-1.0,74.8,0.0,264,1909
1020405.682,612,-1.0,216.8,7.4,264,11914
1019786.656,278,-1.0,1307.5,17.3,264,9828
1020796.701,929,-1.0,311.5,23.7,264,11914
1020807.708,778,-1.0,362.9,0.0,264,789
1021006.710,851,-1.0,204.1,20.3,263,13735
1021233.724,935,-1.0,318.9,18.6,263,11914
1021341.727,292,-1.0,299.8,20.3,263,13764
1021333.735,560,-1.0,329.8,0.0,262,807
1021481.732,896,-1.0,224.5,25.1,262,13608
1021532.736,829,-1.0,330.6,0.0,261,789
1021699.750,844,-1.0,226.0,25.5,260,13713
1022088.768,596,-1.0,220.3,0.0,259,2441
1022453.782,846,-1.0,156.7,0.0,259,1083
1022802.795,902,-1.0,232.6,0.0,259,2337
1023067.819,748,-1.0,521.1,0.0,259,1909
1023087.811,951,33.1,750.8,24.9,259,10972
1023049.810,900,-1.0,1021.4,0.0,259,2281
1023223.814,681,-1.0,965.8,0.0,258,1909
1023181.827,625,-1.0,1041.5,0.0,258,2698
1023333.836,12,-1.0,858.0,50.7,258,10866
1023237.835,632,-1.0,1017.8,29.3,258,13679
1023217.815,735,-1.0,1087.8,0.0,258,785
1022937.808,418,-1.0,1338.2,56.8,258,9031
1023222.826,797,-1.0,1075.4,58.1,258,11914
1023542.838,937,-1.0,769.4,70.8,258,11914
1024175.872,722,-1.0,458.3,17.1,258,13739
1024207.862,474,-1.0,617.9,8.6,258,13739
1024376.888,428,-1.0,468.9,25.4,258,10866
1024258.876,55,-1.0,672.7,0.0,258,789
1023826.855,899,-1.0,1064.9,45.2,258,13591
1024545.877,482,-1.0,382.6,23.2,258,13441
1024261.869,213,-1.0,678.0,21.6,258,13544
1024671.896,904,-1.0,501.6,0.0,258,2998
1025079.901,931,-1.0,238.9,23.1,259,13739
1025181.922,643,-1.0,395.9,0.0,259,2695
1025287.925,952,53.0,230.1,20.1,259,10972
1025458.926,934,-1.0,231.7,20.6,259,11914
1025652.934,698,-1.0,109.5,18.7,259,10866
1026362.964,917,-1.0,300.8,57.6,260,13634
1026352.962,930,-1.0,428.8,0.0,259,785
1026451.974,881,-1.0,407.3,0.0,259,2622
1026597.973,953,62.8,283.1,18.3,259,10972
1026640.979,774,-1.0,324.4,0.0,259,1909
1026713.989,926,-1.0,368.6,8.4,258,11914
1026406.969,915,-1.0,1019.8,24.2,259,9044
1027276.009,592,-1.0,222.0,7.7,259,11914
1027363.021,954,27.8,186.3,23.8,259,10972
1028070.041,848,-1.0,98.5,6.3,259,10866
1028172.059,815,-1.0,110.5,18.4,259,10866
1028227.047,91,-1.0,225.3,18.9,259,13739
1028363.062,332,-1.0,249.5,0.0,259,2530
1028729.076,955,31.5,117.3,7.7,260,10972
1028895.082,531,-1.0,302.3,0.0,260,2690
1029223.103,921,-1.0,82.0,0.0,260,1909
1029197.113,894,-1.0,267.2,0.0,260,785
1029384.103,910,-1.0,111.3,15.8,259,10866
1029530.118,956,30.5,131.7,47.1,260,10972
1029494.122,936,-1.0,334.4,0.0,260,785
1029642.125,895,-1.0,261.6,0.0,260,785
1030024.136,957,16.5,161.8,18.8,261,10972
1030127.141,958,83.7,205.7,24.6,261,10972
1030078.149,590,-1.0,369.3,0.0,261,2502
1030374.154,549,-1.0,106.5,0.0,261,1909
1030148.143,943,-1.0,367.3,16.5,261,13739
1030503.166,889,-1.0,245.3,0.0,261,785
1030674.171,803,-1.0,133.3,23.6,260,9287
1030757.171,933,-1.0,266.8,0.0,260,2513
1030752.165,948,-1.0,315.2,23.7,260,13739
1031142.185,524,-1.0,160.8,18.2,261,13719
1031171.198,959,29.4,127.9,6.8,261,10972
1031538.205,780,-1.0,108.1,0.0,261,1909
1031523.211,736,-1.0,250.0,18.0,261,10866
1031622.207,944,-1.0,384.8,24.3,261,13739
1031642.220,941,-1.0,423.9,55.0,261,11914
1031953.237,874,-1.0,393.3,0.0,263,2268
1032115.235,669,-1.0,233.6,0.0,263,1909
1032180.233,960,20.4,203.2,17.6,262,10972
1032223.243,961,137.7,190.5,19.9,262,10972
1032513.261,107,-1.0,114.7,0.0,262,1909
1031464.203,389,-1.0,1194.7,6.0,262,9001
1032517.251,864,-1.0,204.1,0.0,262,1909
1032363.246,782,-1.0,361.8,0.0,262,1909
1032315.239,946,-1.0,465.9,0.0,262,785
1032405.260,622,-1.0,472.8,33.2,262,11914
1032907.285,916,-1.0,207.6,27.0,262,13719
1032886.279,203,-1.0,456.9,0.0,262,2332
1032891.270,822,-1.0,624.8,0.0,263,785
1033382.288,963,68.4,538.1,67.8,263,10972
1033123.287,140,-1.0,1152.3,0.0,263,2671
1033580.311,707,-1.0,535.6,178.1,263,10866
1033213.290,102,-1.0,1094.1,0.0,263,785
1033135.288,950,-1.0,1173.7,0.0,263,785
1033707.312,920,-1.0,479.3,130.3,263,11914
1033226.289,962,74.3,999.1,21.5,263,10972
1033346.310,905,-1.0,979.4,0.0,263,1083
1033365.307,922,-1.0,971.5,0.0,263,785
1033785.315,964,45.4,498.6,21.9,263,10972
1034005.343,220,-1.0,402.2,24.3,263,13682
1033903.339,908,-1.0,608.4,0.0,263,2444
1034554.343,726,-1.0,217.0,0.0,262,785
1035083.372,582,-1.0,241.0,0.0,261,2680
1035232.390,851,-1.0,245.3,0.0,261,2661
1035631.400,612,-1.0,82.8,0.0,261,1909
1035643.404,942,-1.0,209.0,18.9,262,13739
1035832.405,965,28.6,161.1,8.0,262,10972
1035947.418,913,-1.0,95.9,0.0,262,1909
1035972.415,734,-1.0,255.2,0.0,262,2671
1036312.444,966,29.3,212.8,7.2,263,10972
1036277.426,786,-1.0,298.9,0.0,263,785
1036401.446,678,-1.0,263.2,0.0,262,1513
1036396.447,821,-1.0,503.3,0.0,263,785
1036411.430,919,-1.0,503.8,0.0,262,785
1036777.463,967,34.1,265.2,32.5,262,10972
1036665.451,868,-1.0,449.9,0.0,262,789
1036643.458,838,-1.0,739.1,0.0,262,785
1037112.483,278,-1.0,276.9,6.2,262,11070
1037040.475,885,-1.0,401.1,14.8,262,13621
1036897.453,951,-1.0,575.3,18.6,262,13739
1037243.488,258,-1.0,263.8,8.0,262,13600
1037177.466,968,83.4,282.0,18.3,263,10972
1037432.496,666,-1.0,272.7,26.1,263,13547
1037558.487,969,32.4,152.5,17.7,263,10972
1037856.505,167,-1.0,65.1,0.0,263,1909
1037964.502,847,-1.0,154.8,25.8,263,13858
1038133.513,929,-1.0,65.1,0.0,263,1909
1038932.554,55,-1.0,98.8,22.3,263,10866
1039091.555,926,-1.0,240.1,0.0,263,2456
1039190.567,681,-1.0,166.4,24.3,263,13609
1039363.958,940,-1.0,185.8,7.9,263,13739
1039860.594,881,-1.0,223.4,0.0,263,789
1040017.611,817,-1.0,84.8,0.0,262,1909
1040486.620,970,24.1,144.7,25.7,263,10972
1040472.627,91,-1.0,269.5,0.0,263,2587
1040963.649,971,17.2,107.4,7.0,264,10972
1041217.655,972,33.0,116.1,8.3,265,10972
1041310.677,596,-1.0,90.1,0.0,265,1909
1041404.667,424,-1.0,230.2,0.0,265,2533
1041540.688,918,-1.0,252.6,0.0,265,785
1041714.693,938,-1.0,211.9,24.5,264,13739
1041990.693,973,19.9,110.6,6.7,265,10972
1042160.704,850,-1.0,64.3,0.0,265,1909
1042326.710,974,23.9,132.8,19.4,267,10972
1042354.715,886,-1.0,225.4,21.2,267,11914
1042481.720,975,38.9,164.3,15.9,267,10972
1042534.724,439,-1.0,286.0,0.0,267,2401
1042740.746,956,-1.0,84.1,0.0,267,1909
1042829.736,936,-1.0,94.5,16.8,267,10866
1043011.742,755,-1.0,161.2,18.2,267,13800
1043091.749,948,-1.0,288.8,0.0,267,2446
1043198.754,531,-1.0,157.2,25.6,267,10866
1043286.752,632,-1.0,638.8,0.0,267,2656
1043301.765,815,-1.0,525.9,103.5,267,13739
1043384.766,937,-1.0,626.0,0.0,267,785
1043512.780,910,-1.0,518.6,0.0,266,785
1043441.772,958,-1.0,608.1,21.6,266,13739
1043572.771,935,-1.0,551.0,0.0,266,2678
1043963.802,953,-1.0,350.2,0.0,266,785
1044175.803,848,-1.0,206.2,19.2,266,11914
1044607.819,897,-1.0,205.6,0.0,267,785
1044803.835,976,36.8,265.3,7.0,266,10972
1045024.853,933,-1.0,212.0,0.0,266,1909
1044949.842,576,-1.0,307.3,24.2,266,13695
1044835.836,474,-1.0,472.9,0.0,267,2559
1044914.836,703,-1.0,459.2,0.0,267,2431
1045288.859,977,52.7,230.2,6.7,266,10972
1045467.853,550,-1.0,141.1,0.0,266,1909
1045121.842,941,-1.0,489.5,0.0,266,2317
1045712.867,934,-1.0,156.2,0.0,266,1909
1045494.855,814,-1.0,394.3,0.0,266,2641
1045652.870,722,-1.0,668.1,0.0,266,2700
1045911.887,622,-1.0,492.7,0.0,266,1909
1045624.868,978,35.9,668.2,90.0,266,10972
1045831.875,803,-1.0,676.6,0.0,266,2617
1045889.877,564,-1.0,622.8,0.0,266,785
1045956.891,406,-1.0,663.1,0.0,265,785
1045952.896,482,-1.0,758.7,0.0,265,2556
1046664.926,560,-1.0,150.8,0.0,265,1909
1046222.898,957,-1.0,573.1,25.2,264,11914
1046214.907,802,-1.0,700.6,0.0,264,2709
1046715.915,939,-1.0,292.5,22.9,264,13739
1046952.934,945,-1.0,188.7,19.5,264,11914
1047381.956,856,-1.0,82.2,0.0,264,1909
1047357.942,797,-1.0,284.0,0.0,264,2584
1047496.949,879,-1.0,146.7,0.0,264,1513
1047601.964,954,-1.0,253.0,7.7,264,11914
1047613.960,332,-1.0,287.5,0.0,264,2648
1048343.992,203,-1.0,63.0,0.0,264,1909
1048593.003,925,-1.0,62.9,0.0,264,1909
1048666.003,389,-1.0,311.3,0.0,264,2998
1048939.018,899,-1.0,227.5,0.0,264,2364
1049484.041,979,35.0,251.9,20.2,265,10972
1049433.044,220,-1.0,361.5,0.0,265,2517
1049507.048,592,-1.0,320.3,0.0,265,1909
1049492.186,951,-1.0,442.3,0.0,265,2401
1049899.064,680,-1.0,86.5,0.0,265,1909
1049726.072,782,-1.0,361.1,0.0,265,785
1050229.079,734,-1.0,63.1,0.0,264,1909
1050563.096,966,-1.0,222.9,0.0,264,785
1050804.106,655,-1.0,64.7,0.0,264,1909
1050872.105,942,-1.0,248.4,0.0,264,2598
1051033.122,944,-1.0,396.0,0.0,264,2327
1051146.129,847,-1.0,433.8,0.0,264,2375
1051055.121,55,-1.0,612.3,8.4,264,13739
1051334.143,418,-1.0,601.1,0.0,266,785
1051388.144,274,-1.0,682.3,0.0,266,785
1051288.131,891,-1.0,892.7,20.5,266,13739
1051788.150,981,62.7,365.3,6.8,266,10972
1051452.133,915,-1.0,810.6,0.0,266,2998
1051457.151,885,-1.0,910.2,0.0,266,2605
1052041.172,860,-1.0,334.0,61.7,266,13475
1052237.177,772,-1.0,223.4,21.6,266,13728
1051875.152,949,-1.0,511.4,98.3,266,11914
1051721.161,980,89.6,664.8,26.0,266,10972
1052326.176,582,-1.0,180.3,0.0,266,1909
1052469.189,781,-1.0,226.0,26.0,266,13621
1052397.189,278,-1.0,428.6,0.0,266,785
1052783.206,930,-1.0,132.7,25.2,266,10866
1052732.201,666,-1.0,361.9,0.0,266,2476
1052842.206,982,38.5,206.3,7.7,266,10972
1053006.208,672,-1.0,293.7,0.0,266,2459
1053126.211,898,-1.0,296.3,0.0,266,789
1053309.227,102,-1.0,119.6,6.2,265,11066
1053518.242,840,-1.0,83.5,0.0,265,1909
1053516.232,258,-1.0,245.1,0.0,265,2591
1053787.246,983,23.3,110.6,20.1,266,10972
1053916.256,919,-1.0,123.9,6.9,266,10866
1053887.251,955,-1.0,285.5,0.0,266,789
1054226.267,850,-1.0,344.3,0.0,266,785
1054277.270,140,-1.0,374.5,0.0,265,785
1054423.284,816,-1.0,216.5,21.7,264,13713
1054382.280,681,-1.0,357.1,0.0,263,2405
1055103.303,817,-1.0,152.3,9.5,263,13742
1055304.316,788,-1.0,161.5,25.6,263,13455
1055338.326,922,-1.0,168.7,24.1,262,10866
1055343.329,931,-1.0,330.0,0.0,263,2637
1055593.328,952,-1.0,429.8,0.0,262,785
1055659.331,984,151.4,224.8,26.2,262,10972
1055951.349,854,-1.0,195.4,0.0,263,1909
1055677.338,796,-1.0,485.0,6.1,263,11914
1055666.516,678,-1.0,522.7,0.0,263,2666
1055923.353,167,-1.0,296.5,8.8,263,13682
1056141.367,985,40.3,130.4,19.0,263,10972
1056402.382,848,-1.0,91.7,0.0,264,1909
1056382.367,531,-1.0,358.5,0.0,264,785
1056322.366,962,-1.0,469.2,0.0,264,785
1056467.372,986,155.1,197.0,21.5,264,10972
1056504.382,974,-1.0,321.7,24.9,264,11914
1056926.388,632,-1.0,63.0,0.0,264,1909
1057114.399,976,-1.0,375.5,21.9,265,11914
1057244.418,12,-1.0,400.5,26.3,265,13739
1057098.402,413,-1.0,1028.4,0.0,265,2445
1057336.408,987,74.2,638.0,102.1,265,10972
1057602.430,886,-1.0,551.9,0.0,265,1909
1057715.431,612,-1.0,577.5,18.5,265,13735
1057645.426,380,-1.0,703.4,0.0,265,785
1057682.430,970,-1.0,722.4,26.9,264,13739
1057562.419,968,-1.0,642.5,236.9,264,13739
1058129.460,973,-1.0,437.3,0.0,264,785
1058352.469,964,-1.0,298.5,20.4,264,11914
1057057.403,44,-1.0,1599.2,24.4,264,10235
1058705.476,836,-1.0,274.1,0.0,264,785
1058907.493,718,-1.0,85.2,0.0,263,1909
1058762.481,969,-1.0,364.3,0.0,263,785
1059032.504,910,-1.0,283.3,0.0,263,808
1059088.496,184,-1.0,396.0,0.0,263,785
1059058.491,963,-1.0,431.7,0.0,263,785
1059372.518,947,-1.0,284.7,23.9,263,11914
1059423.520,960,-1.0,287.7,0.0,263,785
1059743.525,91,-1.0,139.5,0.0,263,1909
1060154.550,535,-1.0,127.7,0.0,263,1909
1060178.547,906,-1.0,152.4,20.3,263,10866
1060200.556,929,-1.0,279.0,8.2,263,13720
1060381.565,948,-1.0,136.6,0.0,262,1909
1060072.538,958,-1.0,495.7,0.0,262,785
1060384.554,838,-1.0,218.3,21.7,262,10866
1060295.551,707,-1.0,466.3,0.0,262,785
1060621.717,406,-1.0,179.8,22.6,262,10866
1060610.577,550,-1.0,263.4,27.2,262,13800
1060782.583,946,-1.0,278.9,0.0,261,804
1060753.588,189,-1.0,472.9,0.0,261,785
1060902.575,332,-1.0,386.9,0.0,260,2395
1061096.586,971,-1.0,277.5,27.1,260,13739
1061327.606,905,-1.0,126.7,0.0,260,1909
1061333.613,926,-1.0,125.6,0.0,260,1909
1061405.601,622,-1.0,131.5,24.4,261,10866
1061523.613,988,37.5,110.5,6.7,261,10972
1061736.617,989,24.0,107.2,23.2,262,10972
1061942.626,936,-1.0,185.3,23.3,262,13739
1062130.634,892,-1.0,397.1,0.0,263,785
1062192.642,755,-1.0,382.2,0.0,264,2605
1062482.649,549,-1.0,135.5,23.0,264,10866
1062359.650,990,61.0,291.7,18.9,264,10972
1062282.645,576,-1.0,497.6,0.0,264,2577
1062528.658,991,52.0,254.2,16.9,264,10972
1062402.654,596,-1.0,467.2,21.4,264,13441
1062793.663,736,-1.0,281.4,0.0,264,789
1062869.682,655,-1.0,324.2,0.0,264,785
1063181.690,146,-1.0,182.0,6.7,263,11914
1064125.727,935,-1.0,65.4,0.0,263,1909
1064450.752,153,-1.0,131.6,0.0,264,1513
1064381.748,992,42.8,193.1,6.9,264,10972
1064337.741,959,-1.0,314.5,0.0,264,785
1064828.764,592,-1.0,153.9,8.1,264,13621
1065094.776,666,-1.0,75.4,0.0,264,1909
1065121.776,942,-1.0,87.0,0.0,263,1909
1065580.812,847,-1.0,141.6,0.0,264,1909
1065507.796,582,-1.0,223.3,20.3,264,13655
1065620.809,993,39.9,306.6,7.3,264,10972
1065642.807,797,-1.0,342.0,0.0,264,785
1065746.807,628,-1.0,307.6,0.0,264,785
1066062.820,994,37.9,222.9,6.4,265,10972
1065948.829,354,-1.0,439.8,0.0,265,2618
1065941.827,930,-1.0,425.3,24.1,265,13739
1066488.844,996,31.8,167.0,23.4,267,10972
1066466.836,995,23.9,216.1,26.0,268,10972
1066573.842,961,-1.0,261.6,25.9,268,11914
1066718.848,997,32.1,230.9,33.0,268,10972
1066744.847,842,-1.0,349.4,0.0,268,2307
1066795.870,220,-1.0,464.1,0.0,269,2594
1066932.866,815,-1.0,397.9,0.0,269,2686
1067196.868,998,23.9,176.5,6.7,269,10972
1067265.890,817,-1.0,270.5,0.0,269,2525
1067602.891,840,-1.0,132.9,25.2,270,9287
1067737.911,999,32.7,144.5,15.9,270,10972
1067654.905,878,-1.0,305.6,0.0,270,789
1067977.913,1000,22.6,163.3,17.3,270,10972
1068175.919,904,-1.0,69.6,0.0,270,1909
1068031.917,965,-1.0,246.0,7.6,270,13739
1068315.929,953,-1.0,198.2,6.8,270,10866
1068485.940,949,-1.0,98.1,0.0,271,1909
1068309.923,693,-1.0,259.8,23.4,271,13475
1068573.935,1001,36.8,235.8,66.3,272,10972
1068414.933,887,-1.0,543.5,0.0,272,2611
1068522.934,888,-1.0,461.6,0.0,272,789
1068635.951,1002,54.8,305.9,24.5,272,10972
1068870.954,934,-1.0,226.0,24.4,272,13647
1069071.964,274,-1.0,136.6,0.0,272,807
1068792.950,979,-1.0,437.7,0.0,272,785
1069263.978,915,-1.0,171.1,0.0,272,1909
1069307.979,735,-1.0,152.4,20.9,272,10866
1069147.960,854,-1.0,337.6,8.5,272,13680
1069307.979,921,-1.0,225.3,11.2,271,13643
1069548.990,884,-1.0,202.5,19.8,270,13475
1069502.985,980,-1.0,311.8,0.0,271,785
1069774.001,1003,36.9,177.0,23.6,271,10972
1069712.997,482,-1.0,374.7,0.0,271,789
1069761.995,907,-1.0,341.2,18.1,270,13739
1070349.023,874,-1.0,94.7,0.0,270,1909
1070202.012,830,-1.0,332.1,0.0,270,2491
1070230.017,167,-1.0,336.9,0.0,270,2535
1070470.026,293,-1.0,131.5,6.4,270,11072
1070788.041,1004,22.5,120.1,7.1,271,10972
1070983.047,1005,35.6,193.4,19.1,272,10972
1070953.045,938,-1.0,361.9,0.0,272,2477
1070994.063,718,-1.0,442.4,0.0,272,785
1071130.066,422,-1.0,313.6,8.6,271,13739
1071480.075,851,-1.0,64.5,0.0,271,1909
1071672.082,964,-1.0,64.0,0.0,271,1909
1072257.107,1006,23.5,231.2,19.3,271,10972
1072311.107,950,-1.0,262.6,6.2,271,10866
1072310.111,893,-1.0,301.8,29.4,271,13720
1072682.129,947,-1.0,406.5,0.0,271,1909
1072466.134,856,-1.0,689.4,216.0,271,13621
1072301.118,672,-1.0,1087.7,0.0,271,785
1072649.136,780,-1.0,644.9,105.8,270,13620
1072788.155,251,-1.0,669.1,0.0,270,1909
1072723.129,781,-1.0,738.0,0.0,270,2431
1072864.155,954,-1.0,660.4,0.0,270,1909
1072793.132,962,-1.0,670.8,79.1,270,10866
1073155.152,886,-1.0,536.4,19.7,270,13771
1072317.118,910,-1.0,1387.7,16.3,269,9816
1073365.179,880,-1.0,760.2,37.1,272,10866
1073174.160,923,-1.0,1022.9,0.0,272,785
1073312.159,612,-1.0,890.0,0.0,272,2617
1073755.185,711,-1.0,595.1,0.0,272,2487
1073842.184,986,-1.0,365.3,173.3,272,13739
1073972.194,1008,189.8,211.5,32.8,272,10972
1073846.184,1007,284.5,268.5,22.3,272,10972
1074099.195,1009,62.0,275.2,7.6,272,10972
1074290.212,332,-1.0,497.9,0.0,272,785
1074513.220,976,-1.0,492.3,0.0,272,2692
1074581.219,431,-1.0,441.7,18.2,272,11914
1074642.227,549,-1.0,412.4,16.5,272,11914
1074682.232,44,-1.0,539.6,0.0,272,2998
1075152.242,936,-1.0,278.5,0.0,272,2623
1075294.250,734,-1.0,184.1,22.9,272,13680
1075460.261,926,-1.0,272.7,0.0,272,785
1075534.266,943,-1.0,302.5,0.0,271,2608
1075852.275,974,-1.0,70.8,0.0,272,1909
1075912.287,1010,28.3,111.2,7.2,272,10972
1076398.303,839,-1.0,98.4,6.1,272,10866
1076569.313,958,-1.0,97.2,17.2,272,10866
1076750.322,1011,20.2,142.1,9.8,273,10972
1076821.327,901,-1.0,229.2,20.7,273,11914
1076892.324,596,-1.0,292.7,0.0,273,2456
1077152.334,987,-1.0,76.6,0.0,273,1909
1077491.364,963,-1.0,136.1,23.9,274,10866
1077433.350,970,-1.0,392.9,0.0,274,2609
1077562.360,622,-1.0,325.2,23.8,274,11914
1077621.362,1012,109.3,341.6,6.6,274,10972
1077645.381,879,-1.0,550.0,0.0,274,2627
1077741.374,681,-1.0,680.3,0.0,275,2428
1077943.390,983,-1.0,467.8,20.1,275,13739
1078033.388,939,-1.0,543.5,0.0,275,2424
1078377.411,972,-1.0,361.0,24.8,275,11914
1078163.381,945,-1.0,604.7,0.0,275,2443
1078409.409,1013,41.4,319.1,7.2,275,10972
1078224.400,981,-1.0,546.7,20.2,275,13739
1079048.424,919,-1.0,214.8,0.0,276,785
1079246.434,1014,34.1,115.1,7.1,275,10972
1079537.446,817,-1.0,65.9,0.0,275,1909
1079807.458,571,-1.0,88.3,0.0,275,1909
1079653.452,959,-1.0,260.8,0.0,275,804
